,product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link,discount
106,199692508,"Basic Economics: Kinh tế học cơ bản, a bờ cờ, kinh tế học nhập môn cho nhà đầu tư",Thomas Sowell,24.01,24.01,363,"Sách tài chính, tiền tệ",50,5.0,750,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/13/63/d3/060916b287c4818f52386d82ec47a2cf.jpg,0.0
107,198414891,Hồ Sơ Tâm Lý Học Tâm Thần Hay Kẻ Điên,Mục Qua,7.97,4.9,643,Kiến Thức Bách Khoa,86,5.0,440,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/b4/d6/9b/f5c06da78ec0835152a5eaa37f15cfb8.jpg,0.39
108,21367457,Tôn Tử Binh Pháp ( Tái Bản ),Tôn Tử,3.21,1.92,4002,Kiến Thức Bách Khoa,703,4.8,272,Unknown,https://salt.tikicdn.com/ts/product/ee/10/85/c6baa8f0f71ebf5dd5a4f35657ffccf3.jpg,0.4
109,168283405,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),Song Hong Bing,6.96,4.89,3436,"Sách tài chính, tiền tệ",480,5.0,532,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/c2/3a/64/feedafb39c7bc93f49277bef45f618d4.jpg,0.3
111,23416722,How The Body Works - Hiểu Hết Về Cơ Thể,Phạm Hằng Nguyên,12.66,7.59,5507,Others,940,4.8,220,Unknown,https://salt.tikicdn.com/ts/product/b8/db/b7/7827a39c17b68337b093de7850fc3337.jpg,0.4
112,57762732,Nhà Đầu Tư Thông Minh (Tái Bản 2020),Benjamin Graham,8.4,5.04,15154,Sách kỹ năng làm việc,2749,4.8,644,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/e2/bb/a0/cefa8cc641e90ccc6c32d81008ecff98.jpg,0.4
113,57325187,Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),GEORGE SAMUEL CLASON,4.14,2.73,12729,Bài học kinh doanh,2134,5.0,216,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/bc/e6/66/58b5c0c29a0bf405043d76111b254363.jpg,0.34
114,196932335,Đi khi ta còn trẻ,Trương Anh Ngọc,5.06,3.04,423,Tiểu sử - Hồi ký,27,4.7,236,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/15/ec/9a/41b8847a26fda2ea02440becad908776.jpg,0.4
115,94159129,Franken-Stein Ở Baghdad,Ahmed Saadawi,6.24,2.5,188,Tiểu Thuyết,36,4.7,356,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/d9/8b/7a/77ab2a7bfd0d048965be10f31b2eda12.jpg,0.6
116,69764534,Thợ Xăm Ở Auschwitz,Heather Morris,6.24,3.75,2251,Tiểu Thuyết,447,4.8,384,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/8e/5d/2d/c2a6038dd7f55a9295164e88c152f424.jpg,0.4
117,111285062,Đắc Nhân Tâm (Bìa Mềm)(Tái Bản),Dale Carnegie,3.63,2.39,6660,Sách nghệ thuật sống đẹp,757,4.8,320,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/44/24/18/3a611412495a443df6b5c236bfb723a3.jpg,0.34
118,86517373,Khoa Học Về Nấu Ăn - The Science Of Cooking,Stuart Farrimond,14.77,8.86,5937,Others,1239,4.8,258,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/15/d4/d5/70ad904b07a46853d61af141185078f5.jpg,0.4
119,205942260,Chuyện Đi Làm Hết Lòng,Na Lê,5.74,4.89,2802,Sách nghệ thuật sống đẹp,0,0.0,444,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/8c/29/9c/4947bec1c2181534beaceceac527c03d.jpg,0.15
120,179546070,Luật Hấp Dẫn - Quy Luật Về Sức Mạnh Của Linh Hồn Và Năng Lượng Chữa Lành Cơ Thể Từ Bên Trong,Prentice Mulford,5.44,3.81,929,Others,86,5.0,264,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/16/7f/b4/3acce05b023d7b7d2ede09ffeed93077.jpg,0.3
121,200780130,Người bà tài giỏi vùng Saga – Tập 9,Yoshichi Shimada,2.19,1.81,977,Others,81,5.0,194,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/82/79/23/5c523ab19fbf15d457766c9c74160268.jpg,0.17
122,53720978,"Trong Cái Không Có  Gì Không ? (Thiền Sư Thích Nhất Hạnh Trả Lời Cho Trẻ Em Những Thắc Mắc Về Ý Nghĩa Cuộc Sống, Về Cái Chết, Về Gia Đình, Bạn Bè Và Nhiều Câu Hỏi Khác)",Thích Nhất Hạnh,6.75,5.49,3450,Sách nghệ thuật sống đẹp,392,5.0,72,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/media/catalog/producttmp/2f/98/3b/886c5c62535c8877d9c65c40c19a0947.jpg,0.19
123,3608625,Payback Time - Ngày Đòi Nợ,Phil Town,12.62,12.62,31234,Bài học kinh doanh,4311,4.8,280,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/64/cd/ba/c12f6fca49de9767c6c167c0030f7985.png,0.0
124,73633330,"Think And Grow Rich - 13 Nguyên Tắc Nghĩ Giàu, Làm Giàu (Tái Bản)",Napoleon Hill,4.64,3.25,12230,Sách kỹ năng làm việc,1958,4.8,399,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/0b/cd/50/9c219e191737b2757911b962eeb54c2c.jpg,0.3
125,148760924,How Management Works - Hiểu Hết Về Quản Lý,DK,13.92,11.05,1391,"Sách quản trị, lãnh đạo",204,4.8,244,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/60/e9/bf/9f1a21104614cbd0727c429c7c783e37.jpg,0.21
126,35283863,Lược Sử Thế Giới,E.H. Gombrich,13.5,8.1,5087,Lịch Sử Thế Giới,754,4.6,426,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/34/89/f6/184559a254d35ad99973d24bae54c14c.jpg,0.4
127,147988216,Combo 2 Cuốn : Dám Bị Ghét + Dám Hạnh Phúc,Kishimi Ichiro,8.69,5.04,1482,Others,267,5.0,456,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/6b/f7/cf/0112d66224339baa47b1c1fd4b493e67.jpg,0.42
128,74341297,Không Sợ Chậm Chỉ Sợ Dừng ,Vãn Tình,5.44,3.5,13655,Sách nghệ thuật sống đẹp,2802,5.0,364,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/ba/46/bb/b502c436b2a4d3132804155a778cd798.jpg,0.36
129,161008717,Kiếp Nào Ta Cũng Tìm Thấy Nhau: Câu Chuyện Về Những Linh Hồn Tri Kỷ Vĩnh Viễn Không Chia Lìa (Tái Bản),Brian L Weiss,4.18,2.92,2734,Others,395,5.0,292,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/6e/55/77/a0a404fb849d8af3ab4a0f6fe636c329.png,0.3
130,49459956,Chủ Nghĩa Khắc Kỷ - Phong Cách Sống Bản Lĩnh Và Bình Thản,William B. Irvine,5.27,3.69,24252,Kiến Thức Bách Khoa,3508,4.8,370,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/97/61/91/a9b293f184d4dbbc2afc416b539f2bca.jpg,0.3
131,76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),Cole Nussbaumer Knaflic,13.46,9.41,8567,Sách kỹ năng làm việc,1641,5.0,280,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/d0/63/8b/b083084e4bdf5da0a5db725398627cc4.jpg,0.3
132,77774625,"Nghệ Thuật Tập Trung - Nâng Cao Năng Suất, Tối Ưu Thời Gian, Hiệu Quả Bất Ngờ",Nhà tâm thần học DaiGo,4.18,2.96,8188,Others,1565,4.8,208,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/54/bd/9c/0bbe884b7f99a5b36435a3bf8a3402ee.jpg,0.29
133,75307228,OSHO - Yêu - Being In Love,Osho,7.09,4.68,671121,Sách nghệ thuật sống đẹp,1855,5.0,350,Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/0e/24/f9/f35175e797308af4f005a101d2bdfa9d.jpg,0.34
134,45902241,Tìm Mình Trong Thế Giới Hậu Tuổi Thơ,Đặng Hoàng Giang,5.99,3.59,14728,Others,1578,4.8,404,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/80/fd/b5/999460db5daf4fef7d8e61529eec43b6.jpg,0.4
135,85763211,Hãy Khiến Tương Lai Biết Ơn Vì Hiện Tại Bạn Đã Cố Gắng Hết Mình (Tặng Kèm: 01 Bookmark),Bạch Tô,4.18,2.7,10037,Others,2253,5.0,320,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/6f/a1/9b/cdb06e4dfe576e20b4517b48e33ee141.jpg,0.35
136,5067169,Luật Hấp Dẫn (Tái Bản),Unknown,3.76,2.25,7271,Others,673,4.8,291,Unknown,https://salt.tikicdn.com/ts/product/20/e6/13/5167a6f3962041dcb27cf7bc0e13b7b9.jpg,0.4
137,54748899,Muôn Kiếp Nhân Sinh (Many Lives - Many Times),Nguyên Phong,7.09,4.68,45110,Others,5075,4.8,408,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/a6/27/7d/1ceb55698f6761233baa6874207af46f.jpg,0.34
138,50322710,48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),Robert Greene,8.44,6.79,3738,Others,585,4.8,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/c5/2d/9b/246d06f4ceee964a87ac4bcc2c6b3138.jpg,0.19
139,203954152,Blue Period - Tập 06,Yamaguchi Tsubasa,2.03,1.76,334,Others,29,5.0,192,NXB Trẻ,https://salt.tikicdn.com/ts/product/28/c9/e8/e986d2ee766d21c3f41b845605677a5c.jpg,0.13
140,82912488,Từ Tốt Đến Vĩ Đại (Tái bản 2021),Unknown,5.49,3.96,8235,Sách kinh tế học,1119,5.0,484,NXB Trẻ,https://salt.tikicdn.com/ts/product/84/f5/a2/8cd3d96f65304037a1f038c982e718e9.jpg,0.28
141,201877500,"Wyckoff 2.0: Tìm hiểu chuyên sâu về cấu trúc, hồ sơ khối lượng và dòng chảy lệnh trên thị trường",Rubén Villahermosa Chaves,21.05,21.05,246,"Sách tài chính, tiền tệ",27,5.0,348,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/02/11/c0/537cab4a1d7b1e7459fc78203de1ffa0.jpg,0.0
142,140416370,Dòng Chảy,Mihaly Csikszentmihalyi,9.62,6.35,3128,Sách nghệ thuật sống đẹp,375,5.0,556,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/media/catalog/producttmp/90/d5/a8/b0e6a57add7b51a51aa3fd8c8eb41a37.jpg,0.34
143,195801690,"The Witcher - Thuật Sĩ, Điều Ước Cuối Cùng",Andrzej Sapkowski,7.38,4.43,534,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,75,4.8,352,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/37/6c/17/832ce8f5845c6e0031e9a7bc52c6e7ca.jpg,0.4
144,206576737,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition Tập 12 [Tặng Kèm Bookmark PVC],Kamui Fujiwara,3.16,3.16,139,Others,8,5.0,280,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/a3/5d/15/311ca04247547876e0a0ee0c79bf5482.jpg,0.0
145,73125816,Digital Marketing - Từ Chiến Lược Đến Thực Thi (Tái Bản 2020),Unknown,9.28,6.5,4487,Sách Marketing - Bán hàng ,865,4.8,250,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/d0/b7/ac/8f16e429601e97d10dcb2ad98cfbf1af.jpg,0.3
146,201355034,Mỗi Một Người Đều Cần Nhiều Trạm Dừng,Linh – Minh Mẫn,4.98,3.54,443,Truyện ngắn - Tản văn - Tạp Văn,24,4.8,216,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/cf/3b/54/8fa4618663892912716a87ad9e6977a5.jpg,0.29
147,207398348,Kingdom - Tập 39,Yasuhisa Hara,1.9,1.65,90,Others,2,5.0,216,NXB Trẻ,https://salt.tikicdn.com/ts/product/97/52/29/a4601784b84bacb8e55db75151908329.jpg,0.13
148,206308038,Lịch Nhã Nam - Những chú mèo văn chương -  Happy New Year Quý Mão 2023,Tùng Nâm,3.71,2.7,112,Tác phẩm kinh điển,19,5.0,13,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/a7/c0/d4/5318d0214a72162e5dc694b29ddc170b.jpg,0.27
149,7833728,Dạy Con Làm Giàu (Tập 1) - Để Không Có Tiền Vẫn Tạo Ra Tiền - Cha Giàu Cha Nghèo (Tái Bản),Robert T. Kiyosaki,2.74,2.19,36046,Bài học kinh doanh,3451,4.8,193,Unknown,https://salt.tikicdn.com/ts/product/17/02/d1/52dde080f00d414a2d441c544c76d9c9.jpg,0.2
150,5154511,Bà Nội Găngxtơ (Tái Bản),David Walliams,3.16,1.9,4137,Tiểu Thuyết,463,5.0,241,Unknown,https://salt.tikicdn.com/ts/product/92/35/5b/0220ff4ed6bff0babc7329b0abc879f0.jpg,0.4
151,173748415,Tâm Lý Học Mối Quan Hệ,Choi Kwanghyun,4.14,2.91,2451,Others,254,5.0,280,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/e3/9b/a1/598574b68545a49fca90085b597199ce.png,0.3
152,52329861,Con Đường Hồi Giáo (Tái Bản 2020),Nguyễn Phương Mai,4.22,2.53,4379,Others,859,5.0,304,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/1c/87/36/5647cc86c2dc792a3badacfb7132b5a4.jpg,0.4
153,14053724,Sự Cứu Rỗi Của Thánh Nữ,Higashino Keigo,5.4,3.24,6399,Tiểu Thuyết,673,4.8,382,Unknown,https://salt.tikicdn.com/ts/product/f6/1d/e3/f5547f099196558dce15304197d3b40c.jpg,0.4
154,2496281,Đồi Gió Hú (Tái Bản),Emily Bronte,4.56,2.73,3617,Tác phẩm kinh điển,497,4.8,492,Unknown,https://salt.tikicdn.com/media/catalog/product/1/4/1457581244405_3861204.u2487.d20161006.t163313.770823.jpg,0.4
155,202851059,One Piece -Tập 101: “Siêu Sao Thượng Đài”,Unknown,0.93,0.76,1591,Others,142,4.8,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/a2/9b/15/b192b7dfd42931536dd55631758d6c01.jpg,0.18
156,187338036,Chiến Tranh Tiền Tệ - Tập 4, Song Hong Bing,7.81,5.53,1124,"Sách tài chính, tiền tệ",145,5.0,608,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/72/fa/b7/b2419d5e4b9bbccfc958c8b7464bf8b3.jpg,0.29
157,111580006,Muôn Kiếp Nhân Sinh 2 (Khổ Nhỏ),Nguyên Phong,6.24,4.12,3843,Others,907,5.0,672,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/ed/cc/1f/6bd97ecd09a411777d8d3b366c2a90f8.jpg,0.34
158,35191892,21 Bài Học Cho Thế Kỷ 21,Yuval Noah Harari,8.82,5.29,18353,Tiểu Thuyết,1681,4.6,434,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/53/8e/07/652167ea19dcd672463560a3032ecf86.jpg,0.4
159,3737963,Bức Xúc Không Làm Ta Vô Can (Tái Bản),Đặng Hoàng Giang,3.59,2.15,10535,Others,941,4.8,210,Unknown,https://salt.tikicdn.com/ts/product/fc/d5/86/7fdf8fb6fdf0e44ed00bfbc660575e24.jpg,0.4
160,157240665,Ra Bờ Suối Ngắm Hoa Kèn Hồng (Truyện Dài-Nguyễn Nhật Ánh),Nguyễn Nhật Ánh,6.12,3.59,9116,Truyện dài,1867,5.0,336,NXB Trẻ,https://salt.tikicdn.com/ts/product/19/a8/f0/c559abac253ee4fb7340a067b43f01a4.jpg,0.41
161,202450677,Chú Thuật Hồi Chiến Tập 8,Gege Akutami,1.27,1.19,2175,Others,393,5.0,192,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/a3/11/56/da50708fd20c0c070775826623a68538.jpg,0.06
162,76388962,"Chúng Ta Rồi Sẽ Hạnh Phúc, Theo Những Cách Khác Nhau [Tặng Kèm: 01 Bookmark]",Thảo Thảo,3.63,2.45,7991,Truyện ngắn - Tản văn - Tạp Văn,1691,4.8,208,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/da/14/f7/ee4fafb6ea7cb9e25a6c65ac2774773b.jpg,0.32
163,90622579,Tâm Lý Học - Nghệ Thuật Giải Mã Hành Vi,Trần Lộ,6.33,4.05,7268,Others,1578,4.8,448,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/98/ef/4a/dfa73e6f9e07c03f2bb724eb32382339.jpg,0.36
164,8848897,Trí Tuệ Do Thái (Tái Bản 2018),Eran Katz,7.97,6.12,63,Others,9,5.0,444,Nhà Xuất Bản Lao Động Xã Hội,https://salt.tikicdn.com/ts/product/49/5e/ee/a4d62cfcbd3cdd26c1ec72e03f780816.jpg,0.23
165,72882553,Kỷ Luật Tự Giác (Tặng Kèm Bookmark ),Tiểu Dã,3.54,2.28,9508,Others,1881,4.8,216,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/86/75/e4/f8121ae21e01581e3db52718db43684b.jpg,0.36
166,81323246,90-20-30 90 Bài Học Vỡ Lòng Về Ý Tưởng Và Câu Chữ (Bản Đen Trắng),Huỳnh Vĩnh Sơn,8.23,5.76,6127,Sách Marketing - Bán hàng ,1330,5.0,420,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/a6/19/8d/a53db1eecf86318d2c3227ddfb88bd6b.jpg,0.3
167,205563269,ĐƯỜNG XƯA MÂY TRẮNG, Thích Nhất Hạnh,11.81,9.41,95,Others,5,4.2,456,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/41/70/78/2fe24b310f97f81e927e0238bd6b5726.jpg,0.2
168,52329765,Biên Niên Ký Chim Vặn Dây Cót (Tái Bản 2020),Haruki Murakami,8.4,5.04,2303,Tiểu Thuyết,533,4.8,720,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/70/d5/57/86a39f54565770a8a98fba90769633fc.jpg,0.4
170,13419678,Đi Tìm Lẽ Sống ( Tái Bản ),Viktor Emil Frankl,3.71,2.11,16762,Others,2004,4.8,224,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/ce/ec/21/7cfe0dbbf58fb8c09e8dc68f32cb1fcf.jpg,0.43
171,201892204,Black Jack - Tập 15 (Bìa Mềm),Osamu Tezuka,1.27,1.1,329,Others,34,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/24/ce/aa/8c8f4cc1191103e7312b547ccc29407d.jpg,0.13
172,10140336,Hãy Chăm Sóc Mẹ (Tái Bản 2019),Shin Kyung Sook,3.8,2.28,6584,Tiểu Thuyết,878,4.8,323,Unknown,https://salt.tikicdn.com/ts/product/85/e5/c6/f0363a3ac3124627ec5a44ae96573510.jpg,0.4
173,185067342,Tô Bình Yên Vẽ Hạnh Phúc (Tái Bản),Kulzsc,3.71,2.91,1551,Others,179,5.0,96,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/27/a2/c8/10ecb5d4732034d515561e0750778a36.jpg,0.22
174,205336471,Dr.Slump Ultimate Edition - Tập 13,Akira Toriyama,2.53,2.53,200,Others,11,5.0,232,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/c5/b8/cf/a3510b3cd5665932fd17c2d33e4bcd2e.jpg,0.0
175,59262880,Người Bán Hàng Vĩ Đại Nhất Thế Giới (Tái Bản 2020),Og Mandino,6.24,3.56,5024,Bài học kinh doanh,775,4.8,296,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/2b/38/7f/dec84af1d977a1276be1b2b0a57e4fdd.jpg,0.43
176,201226690,Đô Thị Linh Dị,Nguyễn Ngọc Thạch,6.12,4.6,273,Others,23,4.8,288,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/55/1f/ed/81cb432b1f897bf3e1f149ae905b4f56.jpg,0.25
177,204635033,Thám Tử Lừng Danh Conan - Tập 100 - Bìa Gập,Gosho Aoyama,0.84,0.8,2802,Others,0,0.0,188,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/4b/08/69/8367589d3c5ffe89c3f0e7c2433fcea7.jpg,0.05
178,168234714,Cư Xử Như Đàn Bà Suy Nghĩ Như Đàn Ông,Steve Harvey,4.6,3.63,1055,Others,107,4.8,324,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/c7/8d/5b/da78bf6702f3ad3be0799dbcbbbef1d2.jpg,0.21
179,113540576,Hảo Nữ Trung Hoa,Hân Nhiên,5.4,3.24,2631,Truyện dài,599,5.0,356,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/06/1b/f0/a2ea3eaa729dffc046b6a48af14bd0e2.jpg,0.4
180,50685547,Bản Đồ,Aleksandra Mizielińska,14.56,8.73,5237,Kiến thức - Bách khoa,877,4.8,108,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/6f/c4/48/574854f032ae36fc0d0a57b61f588965.jpg,0.4
181,108715084,"Rio Book No.1 - Xấu Thế Nào, Đẹp Ra Sao - Bí Kíp Thẩm Định Thiết Kế Trong Marketing (Tái Bản Lần 6)",Rio Creative,7.38,6.46,3607,Sách Marketing - Bán hàng ,657,5.0,200,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/21/76/dd/80349a417f33a6b0aae6dfa47ba1f859.jpg,0.13
182,141333746,"Chúng Ta Học Thế Nào - How We Learn (Sự Thật Khó Tin Về Việc Học Nó Diễn Ra Khi Nào, Ở Đâu , Và Tại Sao)",Benedict Carey,6.33,4.01,1567,Sách giáo dục,197,4.8,404,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/c2/10/a8/ce2923027aceb7dce7930414f5d759e3.jpg,0.37
183,110448022,Ba Phút Sơ Cứu,BS Ngô Đức Hùng,5.91,3.54,1631,Others,248,5.0,204,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/3e/ed/a0/9930b04366d8463c5205f8b706b4d5a1.jpg,0.4
184,207255710,Sword Art Online 023,Reki Kawahara,5.27,3.68,108,Light novel,6,4.0,348,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/48/95/30/c9c431905c788f2bead2a67260045755.jpg,0.3
185,74362508,Thần Số Học Ứng Dụng,Joy Woodward,5.44,2.99,8164,Sách Chiêm Tinh - Horoscope,1477,4.8,280,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/81/47/55/75dec2ab26549c43e2a08bcbfdf8c295.jpg,0.45
186,1670619,Charlotte Và Wilbur (Tái Bản 2018),E.B.White,2.36,1.42,7113,Truyện kể cho bé,504,5.0,156,Unknown,https://salt.tikicdn.com/ts/product/18/6b/39/c0202e02aab6e303a62483d9308b81f1.jpg,0.4
187,182972780,Kim Các Tự,Mishima Yukio,8.44,5.06,973,Tác phẩm kinh điển,155,4.8,352,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/89/6b/28/576a9dc40c4d0b8cac422fa907a55600.jpg,0.4
188,205942269,Cánh Cổng Sát Nhân,Higashino Keigo,10.51,7.89,294,Truyện trinh thám,23,5.0,526,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/8c/78/d5/0e7c343e57e4344e3a60684484cd1651.jpg,0.25
189,193450577,Bố Già - Bìa Mềm (Tái Bản 2022),Mario Puzo,6.33,3.67,340,Tác phẩm kinh điển,34,5.0,644,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/9f/0d/c3/cb4a91564c90840bf448d4fa8dd46231.jpg,0.42
190,2245453,Đúng Việc (Tái Bản),Giản Tư Trung,4.01,3.38,10038,Sách nghệ thuật sống đẹp,565,5.0,328,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/ac/14/4a/cad7c81c1d21f8cdd778f3a56684f254.jpg,0.16
191,207398345,Kỳ Án Siêu Nhiên - Tập 03,Kyo Shirodaira,1.48,1.18,72,Others,7,5.0,200,NXB Trẻ,https://salt.tikicdn.com/ts/product/8d/90/f3/16b2c8ca013fa3acf5669fbabb79c87b.jpg,0.2
192,17336360,Lolita (Tái Bản 2019),Vladimir Nabokov,5.4,3.24,3723,Tiểu Thuyết,738,4.7,368,Unknown,https://salt.tikicdn.com/ts/product/4f/f1/1c/ceef76f6047793edc7bc122c3138189a.jpg,0.4
193,66619715,Vị Tu Sĩ Bán Chiếc Ferrari (Tái Bản),Robin Sharma,4.14,2.35,4268,Others,674,4.8,272,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/35/d1/4c/b46a4fd6fdf079f8f8c9f138bf4911a0.jpg,0.43
194,14136016,"Phía Nam Biên Giới, Phía Tây Mặt Trời (Tái Bản 2018)",Haruki Murakami,3.59,2.15,3717,Tiểu Thuyết,525,5.0,200,Unknown,https://salt.tikicdn.com/ts/product/54/d6/cf/1ecc542e0caf5befd15bfdc66f6c45dc.jpg,0.4
195,11189120,Đồi Thỏ (Tái Bản 2019),Richard Adams,6.12,3.67,3958,Tiểu Thuyết,500,4.8,494,Unknown,https://salt.tikicdn.com/ts/product/7f/28/c9/fd9dd63440cdeed0f080ddaf7ebb5a87.jpg,0.4
196,96357336,Cáo Pax,Sara Pennypacker,4.89,2.94,1589,Tiểu Thuyết,303,5.0,272,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/5b/36/d2/98867ec1bf4432c70d138985d17df349.jpg,0.4
197,200694866,Blue Period - Tập 05,Yamaguchi Tsubasa,2.03,1.76,491,Others,54,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/41/9b/5e/01452059b63f298556cc632e4b8a0490.jpg,0.13
198,195649312,Trí Tuệ Do Thái  (Tái Bản 2022),Eran Katz,7.97,5.19,515,Others,47,4.8,444,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/22/25/5b/c6a7d8315647c4f134e3d38ae8a9f6c4.jpg,0.35
199,109793160,Combo 2 Cuốn: Bạn Không Thông Minh Lắm Đâu +  Bạn Đỡ Ngu Ngơ Rồi Đấy (Tái Bản) ,David McRaney,11.31,7.17,1555,Others,314,5.0,794,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/65/18/ea/cfafb405f77f1959d84875040301ce41.jpg,0.37
200,76776245,Nghệ Thuật Tư Duy Phản Biện,Albert Rutherford,5.44,3.46,3606,Others,564,4.8,280,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/f2/78/db/519339b2143334abb6c62381a036cf88.jpg,0.36
